review_id,arm,selection_stratum,document_id,chunk_index,page_range,candidate_rank,expression_kind,verbatim_expression,embedding_text,embedding_equals_verbatim,context_window,attribution,claim_mode,epistemic_status,entity_anchors,relevance_note,screen_flags,chunk_integrity_score,document_integrity_flag,raw_archive_line,judge_model,judge_faithful,judge_self_contained,judge_cult_relevant,judge_textually_intelligible,judge_atomic,judge_attribution_correct,judge_claim_mode_correct,judge_epistemic_status_correct,judge_recommended_epistemic_status,judge_better_span,judge_extraction_issue,judge_note,faithful,self_contained,cult_relevant,textually_intelligible,atomic,attribution_correct,claim_mode_correct,epistemic_status_correct,recommended_epistemic_status,better_span_exists_in_chunk,extraction_issue,reviewer_notes
67,v2_qwen3-4b,forced_audit_regression,clarke-2004-encyclopedia-of-new-religious-movements,585,629-629,3,example_or_named_group,International Church of Christ,International Church of Christ,yes,"At its most stringent, each believer had a shepherd or discipler. In the networks where these teachings were most enthusiastically adopted, notably the British House Church Movement, a pyramid-style system evolved, with apostles at the top, church leaders below, then 'house group' leaders and finally individual believers. Followers were asked to submit voluntarily to the suggestions and advice of those placed in authority over them. Submission potentially extended to decisions about marriage, finance, career, and leisure. Children submitted to parents, wives to husbands, and all to elders (church leaders), who submitted to apostles, who, finally, submitted to each other.
The shepherding movement received criticism from outsiders, former members and many within evangelical Christianity. Shepherding was regarded as unduly authoritarian and liable to abuse. However, it is important to note that while the shepherding movement was paternalistic, this paternalism was generally benign. In the mid-1970s the Fort Lauderdale Five admitted that their teaching had, interpreted wrongly, been used to exert unreasonable control over believers' lives. They since have tried to distance themselves from negative images of shepherding. Today in the British House Churches, shepherding has, in the groups where it still exists, been moderated substantially. It is now present most notably in the discipling practices of the International Church of Christ .
Further reading
Ortiz, J.C. (1996) Disciple, Lake Mary, FL: Charisma House.
Prince, D. (1976) Discipleship, Shepherding, Commitment, Ft. Lauderdale, FL: Derek Prince Publications.
Tomlinson, D. (1997) 'Shepherding: Care or Control?' in L.Osborn and A.Walker (eds) Harmful Religion: An Exploration of Religious Abuse, London: SPCK.
Walker, A. (1985) Restoring the Kingdom: The Radical Christianity of the House Church Movement, London: Hodder and Stoughton.
KRISTIN J.AUNE
SHINNYO-EN
Founder: ITÔ Shinjô, ITÔ Tomoji Country of origin: Japan
Shinnyo-en, a Buddhist order of Japanese origin, was founded in 1936 in Tachikawa city, Tokyo by Itô Shinjô (1906-89) and his wife, Tomoji (1912-67). Itô Shinjô was brought up in Yamanashi prefecture where he 'inherited' a divination called Byôzeishô passed down for generations of the family with the instructions that it should not be used for personal gain. While Itô Shinjô was working for an aircraft company in Tokyo, he continued the study of the divination system mentioned above and started studying esoteric Buddhism of the Shingon school. In December of 1935 Itô Shinjô and Tomoji enshrined the image of Dainichi Daishô Fudô Myô-Ô 'Great and Holy Mahavairochana Achala' in their house, which was said to have been made by Unkei (?-1223), the famous sculptor of Buddhist images.",author,direct_statement,asserted,,Current shepherding practice group,possible_heading_or_acronym,0.0,,,qwen3:8b,True,True,True,True,True,True,True,True,,,none,The expression is a named group and is relevant to the discussion of religious movements.,,,,,,,,,,,,
68,v1,forced_audit_regression,davis-and-hankins-2002-new-religious-movements-and-religious-liberty-in-america,105,129-129,,,"It was a prerogative of divine right monarchs to assume headship over their national church and to dictate what was and was not acceptable in terms of doctrine, practice, and belief.","divine right monarchs to assume headship over their national church and to dictate what was and was not acceptable in terms of doctrine, practice, and belief",no,"It was a prerogative of divine right monarchs to assume headship over their national church and to dictate what was and was not acceptable in terms of doctrine, practice, and belief. Such spiritual despotism was exactly the reason the Puritans sailed for New England to establish their own city on a hill where neither king nor prince nor royally appointed bishop could dictate what they could or could not do in their practice of religion. The spirit of man is best left under the jurisdiction of communities of faith, not the government. And, interestingly enough, it is this same acknowledgement that Bush makes by proposing that the government support faith-based charities without mandating strict religious conformity from every service provider. Religion must be kept vital and free of government restraint, he says.
So, does President Bush recognize the limitations of government in transforming society? Well, perhaps to some extent. He proposes to prohibit government from proselytizing by requiring that government money not be used for such purposes but rather only to administer the secular aspects of a program. But there is no limitation, nor could there be constitutionally, on a faith group using its own funds to proselytize-and to do it in a way that coordinates with the administration of the government-funded social program. Thus under the Bush plan government remains, at least indirectly, an agent to transform the human soul. It is the province of the religious community, not government, to provide services to the poor and needy in such a way that, through training in faith and practice, their innermost being is transformed spiritually.",author,direct_statement,asserted,divine right monarchs; national church,,,0.0,,16808,,,,,,,,,,,,,,,,,,,,,,,,,
69,v1,forced_audit_regression,davis-and-hankins-2002-new-religious-movements-and-religious-liberty-in-america,105,129-129,,,He proposes to prohibit government from proselytizing by requiring that government money not be used for such purposes but rather only to administer the secular aspects of a program.,He proposes to prohibit government from proselytizing by requiring that government money not be used for such purposes but rather only to administer the secular aspects of a program,no,"It was a prerogative of divine right monarchs to assume headship over their national church and to dictate what was and was not acceptable in terms of doctrine, practice, and belief. Such spiritual despotism was exactly the reason the Puritans sailed for New England to establish their own city on a hill where neither king nor prince nor royally appointed bishop could dictate what they could or could not do in their practice of religion. The spirit of man is best left under the jurisdiction of communities of faith, not the government. And, interestingly enough, it is this same acknowledgement that Bush makes by proposing that the government support faith-based charities without mandating strict religious conformity from every service provider. Religion must be kept vital and free of government restraint, he says.
So, does President Bush recognize the limitations of government in transforming society? Well, perhaps to some extent. He proposes to prohibit government from proselytizing by requiring that government money not be used for such purposes but rather only to administer the secular aspects of a program. But there is no limitation, nor could there be constitutionally, on a faith group using its own funds to proselytize-and to do it in a way that coordinates with the administration of the government-funded social program. Thus under the Bush plan government remains, at least indirectly, an agent to transform the human soul. It is the province of the religious community, not government, to provide services to the poor and needy in such a way that, through training in faith and practice, their innermost being is transformed spiritually.",author,direct_statement,asserted,government; proselytizing,,,0.0,,16815,,,,,,,,,,,,,,,,,,,,,,,,,
70,v1,forced_audit_regression,dawson-2009-cults-and-new-religious-movements-a-reader,133,146-146,,,"The word 'rebellion' summons forth images of unleashed criticism, challenges to parents standards, angry confrontation, and anti-social or dangerous behavior.",The word 'rebellion' summons forth images of unleashed criticism,no,"JOINING NEW RELIGIOUS MOVEMENTS
Middle-class culture strongly believes that to be a successful adult, a child must during these years separate from his family and establish his individualism from both a practical and a psychological standpoint.
Teenagers have long since come partway along this road to autonomy. Infants, as far as can be told, have no clear sense that their internal world is distinct from the external world, so that their wishing for milk and their mother providing milk arise from a union that encompasses both of them. As babies become able to get some distance from their motherliteral physical distance as they learn to crawl and emotional distance as they discover that their wish and her fulfillment aren't always in accord - they begin to construct a selfawareness separate from that of their parents.
By toddlerhood what they are up to can clearly be seen. Toddlers test out all sorts of distinctions between themselves and others - who wants to wear what, eat what, touch what, and go to bed when - that will serve as markers of their separate estate. Realistically though, pre-schoolers know themselves to be dependent on parents and wisely don't push their differences too far. Indeed, they look out for their own safety by establishing bonds with their parents in the form of identifications ('Don't I look like Mommy?') and behaviors that their parents will love them for ('I'm a good boy!'). When by the age of 5 or 6 the bonds are safely tied, and yet the child has sufficient distance to enjoy a modicum of self-reliance, a time of peace descends. There is perhaps no nicer time within a family than when the children are all of school age but not yet into the upheavals of adolescence.
When the latter stage is reached, the maneuvers to see who's who resume. By then, the child is working from a position of much greater strength. He has self-care skills: selecting clothes, earning money, pursuing interests independently, and regulating his own life through the whole panoply of negotiations that have, over the years, replaced mere infantile demands. The bonds that assure him he is loved extend beyond mother and father to relatives, neighbors, teachers, and, above all, his peers. His identifications are derived from these actual relationships and also from fantasy - folk heroes, fictional characters, and public leaders.
From these practical and psychological achievements most children derive sufficient self-esteem to begin the process of detachment from their childhood relationship with their parents. How detachment is conducted depends on the quality of the attachment. Those who feel most dependent on parents may the more fiercely launch themselves away. Those who derive pleasure already from a degree of independence may separate from their parents and construct new kinds of bonds with barely a ripple.
Of middle-class adolescents, for example, only about half go through the emotional storms and nasty rebellions many associate with these years. Of the 50 percent who show evidence of turmoil, again only half have worse than moderate problems with their families, their peers, and, above all, with themselves. On the other hand, lack of any apparent rebelliousness can indicate a failure to face the dilemmas of growing up. Radical departures are made by children who, outwardly at least, show this whole range from no rebellion at all to quite troublesome behavior.
The word 'rebellion' summons forth images of unleashed criticism, challenges to parents standards, angry confrontation, and anti-social or dangerous behavior. There is no word that easily substitutes, so I will have to speak of rebellion when I really mean something that can be, and often is, entirely acceptable and even likable. A child who announces his weekend plans instead of asking permission is rebelling. So is a boy who wants his family to switch to nonphosphate detergents, and a girl who says she can do a better job of fixing the lawn mower than her father can. A child is rebelling when he or she discovers Thoreau, true love, or meditation and thinks the older generation knows nothing of such things. Most teenagers enact much of their rebellion en masse: they dress to irritate, but they all dress the same. Rebellion is a process of distinguishing and distancing oneself from one's parents by probing for difference and disagreement; there need be nothing awful about it.",author,direct_statement,asserted,rebellion,,,0.0,,18539,,,,,,,,,,,,,,,,,,,,,,,,,
71,v1,forced_audit_regression,dawson-2009-cults-and-new-religious-movements-a-reader,133,146-146,,,"So is a boy who wants his family to switch to nonphosphate detergents, and a girl who says she can do a better job of fixing the lawn mower than her father can.",So is a boy who wants his family to switch to nonphosphate detergents,no,"JOINING NEW RELIGIOUS MOVEMENTS
Middle-class culture strongly believes that to be a successful adult, a child must during these years separate from his family and establish his individualism from both a practical and a psychological standpoint.
Teenagers have long since come partway along this road to autonomy. Infants, as far as can be told, have no clear sense that their internal world is distinct from the external world, so that their wishing for milk and their mother providing milk arise from a union that encompasses both of them. As babies become able to get some distance from their motherliteral physical distance as they learn to crawl and emotional distance as they discover that their wish and her fulfillment aren't always in accord - they begin to construct a selfawareness separate from that of their parents.
By toddlerhood what they are up to can clearly be seen. Toddlers test out all sorts of distinctions between themselves and others - who wants to wear what, eat what, touch what, and go to bed when - that will serve as markers of their separate estate. Realistically though, pre-schoolers know themselves to be dependent on parents and wisely don't push their differences too far. Indeed, they look out for their own safety by establishing bonds with their parents in the form of identifications ('Don't I look like Mommy?') and behaviors that their parents will love them for ('I'm a good boy!'). When by the age of 5 or 6 the bonds are safely tied, and yet the child has sufficient distance to enjoy a modicum of self-reliance, a time of peace descends. There is perhaps no nicer time within a family than when the children are all of school age but not yet into the upheavals of adolescence.
When the latter stage is reached, the maneuvers to see who's who resume. By then, the child is working from a position of much greater strength. He has self-care skills: selecting clothes, earning money, pursuing interests independently, and regulating his own life through the whole panoply of negotiations that have, over the years, replaced mere infantile demands. The bonds that assure him he is loved extend beyond mother and father to relatives, neighbors, teachers, and, above all, his peers. His identifications are derived from these actual relationships and also from fantasy - folk heroes, fictional characters, and public leaders.
From these practical and psychological achievements most children derive sufficient self-esteem to begin the process of detachment from their childhood relationship with their parents. How detachment is conducted depends on the quality of the attachment. Those who feel most dependent on parents may the more fiercely launch themselves away. Those who derive pleasure already from a degree of independence may separate from their parents and construct new kinds of bonds with barely a ripple.
Of middle-class adolescents, for example, only about half go through the emotional storms and nasty rebellions many associate with these years. Of the 50 percent who show evidence of turmoil, again only half have worse than moderate problems with their families, their peers, and, above all, with themselves. On the other hand, lack of any apparent rebelliousness can indicate a failure to face the dilemmas of growing up. Radical departures are made by children who, outwardly at least, show this whole range from no rebellion at all to quite troublesome behavior.
The word 'rebellion' summons forth images of unleashed criticism, challenges to parents standards, angry confrontation, and anti-social or dangerous behavior. There is no word that easily substitutes, so I will have to speak of rebellion when I really mean something that can be, and often is, entirely acceptable and even likable. A child who announces his weekend plans instead of asking permission is rebelling. So is a boy who wants his family to switch to nonphosphate detergents, and a girl who says she can do a better job of fixing the lawn mower than her father can. A child is rebelling when he or she discovers Thoreau, true love, or meditation and thinks the older generation knows nothing of such things. Most teenagers enact much of their rebellion en masse: they dress to irritate, but they all dress the same. Rebellion is a process of distinguishing and distancing oneself from one's parents by probing for difference and disagreement; there need be nothing awful about it.",author,direct_statement,asserted,nonphosphate detergents,,,0.0,,18542,,,,,,,,,,,,,,,,,,,,,,,,,
72,v1,forced_audit_regression,dawson-2009-cults-and-new-religious-movements-a-reader,135,148-148,,,"Indeed, to all of them, nothing they were doing made any sense, nor did the activities of others.",Nothing they were doing made any sense,no,"JOINING NEW RELIGIOUS MOVEMENTS
Green's mother masterminded both her daughter's psyche and her piano career.
At the same time that parents are withdrawing support and control, their sons and daughters are withdrawing the unconditional love for and faith in parents that typifies earlier childhood. But children can't continue into adulthood loveless and faithless. They seek intimacy with others - friends and lovers. Instead of relying on the belief system that was on loan to them during childhood, they now formulate ideologies that will serve the unique person each has come to be.
Of those radical departers toward the upper end of the age group, who might have been expected to enjoy intimacy with a lover, only Kathy O'Connor had a relationship that was more than exploitive or tentative, and her marriage didn't last out the year. Some joiners have no friends at all. They are convinced that peers couldn't possibly understand them - a conviction that certainly precludes intimacy. Those who go through the motions of a social life often use the word 'plastic' to describe their relationships. They have no sense of deep connection or even of genuineness with their friends, and can't use their affection and admiration as sources of self-esteem.
No radical departers I have studied felt committed to a value system at the time of their joining. Indeed, to all of them, nothing they were doing made any sense, nor did the activities of others. One could sum up their desolation by saying that radical departers feel they belong with no one, believe in nothing.
This is a risk that is incurred by all adolescents as they sever themselves from childhood. By denigrating the family from whose love and values they have derived the very core of their self-esteem, they may also devalue whatever 'good' portion of their self relied on family approval. In other words, they may reject a part of themselves as they reject their parents, and thus find themselves unlovable and of no significance. The trick of withdrawing from the curriculum of a family self is to have built an extracurricular self that is equally laudable.
Most teenagers do have moments of grave doubt: no one likes them, they're ugly, everything's stupid, what's the sense of even trying?
But these are moments only, and give way more and more to positive feelings of accomplishment, significance, and worth. Those who will join radical groups behave as though so great a portion of whatever they have found good about themselves has been built on parental ties that were they to sever them they would be terribly depleted, if not entirely empty. Every joiner I have spoken with was, at the time of his or her departure, at a low of self-esteem so devastating that there seemed to be no self at all.
Teenagers want - and it is required of them - a self of their very own, unique, authentic, and separate from the selves of parents. By coincidence, the tasks that children must tackle to differentiate, rearrange, and fortify their sense of self all begin with I : Independence, Individuation, Impulse control, Industry, Intimacy, Ideological commitment, and, of course, Identity itself. One might call these the years of the I.
This preoccupation with internal and private psychological issues has led adults to accuse youth of an excess of narcissism. Selfinvolvement is, however, a trademark of the times. 'Develop yourself,' Mrs. Green admonished Jennifer, and that theme of selfrealization, self-actualization, liberation, and autonomy is echoed throughout the middle class. The message can make individuals ruthlessly oblivious of the needs of others, and blind to the fact of all people's mutual dependency. No wonder youth is selfish, since society demands that it be so.
Worse, by stressing the early achievement of an independent self parents may be out of step with the psychological realities of adolescent development. There seems plenty of evidence from the young people I have worked with, especially those who have made radical departures but also those who have not, that the self is for years tentative and in constant flux. They themselves don't think it can bear much scrutiny.
By demanding that the self be 'actualized' prior to reaching the 20s, society is handing children a double-edged sword. With so much attention focused on the self, they tend to protect their fragility with selfishness, egotism,",author,direct_statement,asserted,radical departers,,,0.0,,18553,,,,,,,,,,,,,,,,,,,,,,,,,
73,v1,forced_audit_regression,dawson-2009-cults-and-new-religious-movements-a-reader,135,148-148,,,This preoccupation with internal and private psychological issues has led adults to accuse youth of an excess of narcissism.,Preoccupation with internal and private psychological issues has led adults to accuse youth of excess narcissism,no,"JOINING NEW RELIGIOUS MOVEMENTS
Green's mother masterminded both her daughter's psyche and her piano career.
At the same time that parents are withdrawing support and control, their sons and daughters are withdrawing the unconditional love for and faith in parents that typifies earlier childhood. But children can't continue into adulthood loveless and faithless. They seek intimacy with others - friends and lovers. Instead of relying on the belief system that was on loan to them during childhood, they now formulate ideologies that will serve the unique person each has come to be.
Of those radical departers toward the upper end of the age group, who might have been expected to enjoy intimacy with a lover, only Kathy O'Connor had a relationship that was more than exploitive or tentative, and her marriage didn't last out the year. Some joiners have no friends at all. They are convinced that peers couldn't possibly understand them - a conviction that certainly precludes intimacy. Those who go through the motions of a social life often use the word 'plastic' to describe their relationships. They have no sense of deep connection or even of genuineness with their friends, and can't use their affection and admiration as sources of self-esteem.
No radical departers I have studied felt committed to a value system at the time of their joining. Indeed, to all of them, nothing they were doing made any sense, nor did the activities of others. One could sum up their desolation by saying that radical departers feel they belong with no one, believe in nothing.
This is a risk that is incurred by all adolescents as they sever themselves from childhood. By denigrating the family from whose love and values they have derived the very core of their self-esteem, they may also devalue whatever 'good' portion of their self relied on family approval. In other words, they may reject a part of themselves as they reject their parents, and thus find themselves unlovable and of no significance. The trick of withdrawing from the curriculum of a family self is to have built an extracurricular self that is equally laudable.
Most teenagers do have moments of grave doubt: no one likes them, they're ugly, everything's stupid, what's the sense of even trying?
But these are moments only, and give way more and more to positive feelings of accomplishment, significance, and worth. Those who will join radical groups behave as though so great a portion of whatever they have found good about themselves has been built on parental ties that were they to sever them they would be terribly depleted, if not entirely empty. Every joiner I have spoken with was, at the time of his or her departure, at a low of self-esteem so devastating that there seemed to be no self at all.
Teenagers want - and it is required of them - a self of their very own, unique, authentic, and separate from the selves of parents. By coincidence, the tasks that children must tackle to differentiate, rearrange, and fortify their sense of self all begin with I : Independence, Individuation, Impulse control, Industry, Intimacy, Ideological commitment, and, of course, Identity itself. One might call these the years of the I.
This preoccupation with internal and private psychological issues has led adults to accuse youth of an excess of narcissism. Selfinvolvement is, however, a trademark of the times. 'Develop yourself,' Mrs. Green admonished Jennifer, and that theme of selfrealization, self-actualization, liberation, and autonomy is echoed throughout the middle class. The message can make individuals ruthlessly oblivious of the needs of others, and blind to the fact of all people's mutual dependency. No wonder youth is selfish, since society demands that it be so.
Worse, by stressing the early achievement of an independent self parents may be out of step with the psychological realities of adolescent development. There seems plenty of evidence from the young people I have worked with, especially those who have made radical departures but also those who have not, that the self is for years tentative and in constant flux. They themselves don't think it can bear much scrutiny.
By demanding that the self be 'actualized' prior to reaching the 20s, society is handing children a double-edged sword. With so much attention focused on the self, they tend to protect their fragility with selfishness, egotism,",author,direct_statement,asserted,youth,,,0.0,,18558,,,,,,,,,,,,,,,,,,,,,,,,,
74,v2_qwen3-4b,forced_audit_regression,dawson-2009-cults-and-new-religious-movements-a-reader,135,148-148,1,claim,No radical departers I have studied felt committed to a value system at the time of their joining.,No radical departers I have studied felt committed to a value system at the time of their joining.,yes,"JOINING NEW RELIGIOUS MOVEMENTS
Green's mother masterminded both her daughter's psyche and her piano career.
At the same time that parents are withdrawing support and control, their sons and daughters are withdrawing the unconditional love for and faith in parents that typifies earlier childhood. But children can't continue into adulthood loveless and faithless. They seek intimacy with others - friends and lovers. Instead of relying on the belief system that was on loan to them during childhood, they now formulate ideologies that will serve the unique person each has come to be.
Of those radical departers toward the upper end of the age group, who might have been expected to enjoy intimacy with a lover, only Kathy O'Connor had a relationship that was more than exploitive or tentative, and her marriage didn't last out the year. Some joiners have no friends at all. They are convinced that peers couldn't possibly understand them - a conviction that certainly precludes intimacy. Those who go through the motions of a social life often use the word 'plastic' to describe their relationships. They have no sense of deep connection or even of genuineness with their friends, and can't use their affection and admiration as sources of self-esteem.
No radical departers I have studied felt committed to a value system at the time of their joining. Indeed, to all of them, nothing they were doing made any sense, nor did the activities of others. One could sum up their desolation by saying that radical departers feel they belong with no one, believe in nothing.
This is a risk that is incurred by all adolescents as they sever themselves from childhood. By denigrating the family from whose love and values they have derived the very core of their self-esteem, they may also devalue whatever 'good' portion of their self relied on family approval. In other words, they may reject a part of themselves as they reject their parents, and thus find themselves unlovable and of no significance. The trick of withdrawing from the curriculum of a family self is to have built an extracurricular self that is equally laudable.
Most teenagers do have moments of grave doubt: no one likes them, they're ugly, everything's stupid, what's the sense of even trying?
But these are moments only, and give way more and more to positive feelings of accomplishment, significance, and worth. Those who will join radical groups behave as though so great a portion of whatever they have found good about themselves has been built on parental ties that were they to sever them they would be terribly depleted, if not entirely empty. Every joiner I have spoken with was, at the time of his or her departure, at a low of self-esteem so devastating that there seemed to be no self at all.
Teenagers want - and it is required of them - a self of their very own, unique, authentic, and separate from the selves of parents. By coincidence, the tasks that children must tackle to differentiate, rearrange, and fortify their sense of self all begin with I : Independence, Individuation, Impulse control, Industry, Intimacy, Ideological commitment, and, of course, Identity itself. One might call these the years of the I.
This preoccupation with internal and private psychological issues has led adults to accuse youth of an excess of narcissism. Selfinvolvement is, however, a trademark of the times. 'Develop yourself,' Mrs. Green admonished Jennifer, and that theme of selfrealization, self-actualization, liberation, and autonomy is echoed throughout the middle class. The message can make individuals ruthlessly oblivious of the needs of others, and blind to the fact of all people's mutual dependency. No wonder youth is selfish, since society demands that it be so.
Worse, by stressing the early achievement of an independent self parents may be out of step with the psychological realities of adolescent development. There seems plenty of evidence from the young people I have worked with, especially those who have made radical departures but also those who have not, that the self is for years tentative and in constant flux. They themselves don't think it can bear much scrutiny.
By demanding that the self be 'actualized' prior to reaching the 20s, society is handing children a double-edged sword. With so much attention focused on the self, they tend to protect their fragility with selfishness, egotism,",author,direct_statement,asserted,,"Describes radical departers' lack of value commitment at joining, relevant to cult formation.",,0.0,,,qwen3:8b,True,True,True,True,True,True,True,True,,,none,"Directly addresses radical departers and their lack of commitment to value systems, relevant to understanding group dynamics.",,,,,,,,,,,,
75,v1,forced_audit_regression,lalich-2004-bounded-choicetrue-believers-and-charismatic-cults,213,266-266,,,Dixon's harsher and more direct leadership style led her to be feared more than revered.,Dixon's harsher and more direct leadership style led her to be feared more than revered.,yes,"Leadership Style. Leadership style in the DWP was signi W cantly harsher than that in Heaven's Gate. Social psychologists recognize that overt means of control are less e V ective than subtle ones. 24 It is widely believed that using coercion will tend to decrease rather than enhance the ability to elicit obedience. 25 Encouraging people simply to comply is not as e V ective as drawing on an internalized sense of obligation. 26 Although much of the rule following became implicit in both groups, nonetheless, a very controlling environment existed in both as well. Members expressed the type of internalized sense of commitment and identi W cation that exempli W es the true believer who does not require constant supervision, yet performs his or her duties and remains loyal to the group.
Still, Dixon's harsher and more direct leadership style led her to be feared more than revered. Consequently, perhaps it was easier for militants eventually to break the charismatic bond. A more X exible form of relational authority, with its ongoing dialectic between leaders and followers, grants a more legitimate basis for authority-and, consequently, tends to engender less rebellion within the ranks. Though Heaven's Gate students were more overtly controlled on a daily basis, Nettles and Applewhite's style of leadership was softer, subtler, and more indirect than Dixon's.
The two Heaven's Gate leaders were also more fallible. At times they confessed that they did not know everything, and occasionally they appeared to be just as confused as their students, for example, if the Next Level did not come through with the expected event. This was especially true of Applewhite after Nettles died. This more sensitive leadership style allowed the students to feel a greater sense of loyalty toward and love for their leaders than was ever evident in the DWP . These disparate attitudes were clearly evident in written documents and in interviews and discussions with former members of both groups. Most of the deceased Heaven's Gate students spoke in their parting testimonials (and many other members and former members in interviews and elsewhere) of pleasant memories of Ti and/or Do and also referred to them with fondness, whereas no former DWP members expressed positive sentiments about their leader, Marlene Dixon. 27
One conclusion from this is rather obvious: a soft-sell approach tends to have a more W rmly binding e V ect. Yet another conclusion is that it might be more di Y cult for members in groups with a softer style of authority to see through the veil of power and begin to question the motivation of their leaders, or to reevaluate their own commitment to the group. This is, indeed, a double-edged sword.",author,direct_statement,asserted,Dixon; leadership style,,,2.009,ligature_substitution,27952,,,,,,,,,,,,,,,,,,,,,,,,,
76,v1,forced_audit_regression,lalich-2004-bounded-choicetrue-believers-and-charismatic-cults,213,266-266,,,"A more X exible form of relational authority, with its ongoing dialectic between leaders and followers, grants a more legitimate basis for authority-and, consequently, tends to engender less rebellion within the ranks.","A more X exible form of relational authority, with its ongoing dialectic between leaders and followers, grants a more legitimate basis for authority-and, consequently, tends to engender less rebellion within the ranks.",yes,"Leadership Style. Leadership style in the DWP was signi W cantly harsher than that in Heaven's Gate. Social psychologists recognize that overt means of control are less e V ective than subtle ones. 24 It is widely believed that using coercion will tend to decrease rather than enhance the ability to elicit obedience. 25 Encouraging people simply to comply is not as e V ective as drawing on an internalized sense of obligation. 26 Although much of the rule following became implicit in both groups, nonetheless, a very controlling environment existed in both as well. Members expressed the type of internalized sense of commitment and identi W cation that exempli W es the true believer who does not require constant supervision, yet performs his or her duties and remains loyal to the group.
Still, Dixon's harsher and more direct leadership style led her to be feared more than revered. Consequently, perhaps it was easier for militants eventually to break the charismatic bond. A more X exible form of relational authority, with its ongoing dialectic between leaders and followers, grants a more legitimate basis for authority-and, consequently, tends to engender less rebellion within the ranks. Though Heaven's Gate students were more overtly controlled on a daily basis, Nettles and Applewhite's style of leadership was softer, subtler, and more indirect than Dixon's.
The two Heaven's Gate leaders were also more fallible. At times they confessed that they did not know everything, and occasionally they appeared to be just as confused as their students, for example, if the Next Level did not come through with the expected event. This was especially true of Applewhite after Nettles died. This more sensitive leadership style allowed the students to feel a greater sense of loyalty toward and love for their leaders than was ever evident in the DWP . These disparate attitudes were clearly evident in written documents and in interviews and discussions with former members of both groups. Most of the deceased Heaven's Gate students spoke in their parting testimonials (and many other members and former members in interviews and elsewhere) of pleasant memories of Ti and/or Do and also referred to them with fondness, whereas no former DWP members expressed positive sentiments about their leader, Marlene Dixon. 27
One conclusion from this is rather obvious: a soft-sell approach tends to have a more W rmly binding e V ect. Yet another conclusion is that it might be more di Y cult for members in groups with a softer style of authority to see through the veil of power and begin to question the motivation of their leaders, or to reevaluate their own commitment to the group. This is, indeed, a double-edged sword.",author,direct_statement,asserted,relational authority; dialectic between leaders and followers; rebellion,,,2.009,ligature_substitution,27954,,,,,,,,,,,,,,,,,,,,,,,,,
77,v2_qwen3-4b,forced_audit_regression,lalich-2004-bounded-choicetrue-believers-and-charismatic-cults,213,266-266,2,claim,a very controlling environment existed in both as well.,a very controlling environment existed in both as well.,yes,"Leadership Style. Leadership style in the DWP was signi W cantly harsher than that in Heaven's Gate. Social psychologists recognize that overt means of control are less e V ective than subtle ones. 24 It is widely believed that using coercion will tend to decrease rather than enhance the ability to elicit obedience. 25 Encouraging people simply to comply is not as e V ective as drawing on an internalized sense of obligation. 26 Although much of the rule following became implicit in both groups, nonetheless, a very controlling environment existed in both as well. Members expressed the type of internalized sense of commitment and identi W cation that exempli W es the true believer who does not require constant supervision, yet performs his or her duties and remains loyal to the group.
Still, Dixon's harsher and more direct leadership style led her to be feared more than revered. Consequently, perhaps it was easier for militants eventually to break the charismatic bond. A more X exible form of relational authority, with its ongoing dialectic between leaders and followers, grants a more legitimate basis for authority-and, consequently, tends to engender less rebellion within the ranks. Though Heaven's Gate students were more overtly controlled on a daily basis, Nettles and Applewhite's style of leadership was softer, subtler, and more indirect than Dixon's.
The two Heaven's Gate leaders were also more fallible. At times they confessed that they did not know everything, and occasionally they appeared to be just as confused as their students, for example, if the Next Level did not come through with the expected event. This was especially true of Applewhite after Nettles died. This more sensitive leadership style allowed the students to feel a greater sense of loyalty toward and love for their leaders than was ever evident in the DWP . These disparate attitudes were clearly evident in written documents and in interviews and discussions with former members of both groups. Most of the deceased Heaven's Gate students spoke in their parting testimonials (and many other members and former members in interviews and elsewhere) of pleasant memories of Ti and/or Do and also referred to them with fondness, whereas no former DWP members expressed positive sentiments about their leader, Marlene Dixon. 27
One conclusion from this is rather obvious: a soft-sell approach tends to have a more W rmly binding e V ect. Yet another conclusion is that it might be more di Y cult for members in groups with a softer style of authority to see through the veil of power and begin to question the motivation of their leaders, or to reevaluate their own commitment to the group. This is, indeed, a double-edged sword.",author,direct_statement,asserted,,Notes controlling environment in both groups,,2.009,ligature_substitution,,qwen3:8b,True,True,True,True,True,True,True,True,,,none,"Directly addresses controlling environments in both groups, relevant to cult analysis.",,,,,,,,,,,,
