rejected_id,arm,selection_stratum,document_id,chunk_index,candidate_rank,rejection_code,rule_detail,model_verbatim_expression,resolved_text,span_start,span_end,expression_kind,attribution,claim_mode,epistemic_status,self_contained,cult_relevant,textually_intelligible,single_coherent_expression,relevance_note,entity_anchors,context_window,rejection_correct,should_have_been_retained,reviewer_notes
31,v2_qwen3-4b,random,dawson-2009-cults-and-new-religious-movements-a-reader,37,28,validation_flag_false,self_contained,"Indeed, in the face of the increasing competition from groups and movements offering forms of 'easy' enlightenment, ISKCON'S magazine, Back to Godhead , has laid increasing stress on the necessity of spiritual discipline (Reis 1975: 1",,,,association_or_framing,author,direct_statement,asserted,False,True,True,False,ISKCON's emphasis on spiritual discipline,,"The Peoples Temple illustrates the pattern of severe economic self-renunciation characteristic of such movements, particularly in their early years:
Finances for People's Temple members were fairly simple: everything went to Jim Jones. Families signed over homes, property, and pay-checks to the temple. To raise additional money for the cult, some members occasionally begged on street corners.
Members who did not live in the church had to tithe a minimum of 25 percent of their earnings. Those living on church property gave everything to Jones, who returned to them a two dollar weekly allowance. (Kerns 1979: 159)
The lifestyle to be found in world-rejecting movements - despite its deviant appearance - is characteristically highly organized and controlled. The need to generate adequate financial support often imposes severe rigours on members, particularly when combined with an ascetic ethic. Thomas Robbins et al. (1976: 115) argue of the Unification Church, for example, that, 'Life in a communal center is disciplined and most of the day is devoted to activities such as 'witnessing' on the street, giving and listening to lectures, and attending other functions.'
The rigours of fund-raising in the Unification Church have been described by Christopher Edwards, a former member:
I had been flower selling for a week now. At the end of each afternoon, we would return to the van, exhausted. For dinner - if lucky, we would receive a generous donation of unusable burgers someone had begged from the McDonald's franchise down the road by telling the manager we were poor missionaries. If we weren't so lucky, we might dine on donated stale doughnuts and cold pizza.
Our group was collecting over a thousand tax-free dollars daily.
Each morning we picked up our order of roses from the San Francisco flower district. We slept in vans at night, eight in a row, brothers at one end, sisters at another. When Family members were on the road for several days, we couldn't change clothes or shower. To even change a shirt in this crowded, smelly vehicle could tempt the sisters to fall again, might stir and excite the sexual drives now buried deep within our unconscious.
Night after night we worked until two in the morning, doing bar runs - blitzing, as we called it, coaxing drunks to buy wilted roses for the angry wives awaiting them at home. At 2.30, we would drive to a local park, praying in unison in the darkness . . . After the gruelling ritual ended, we settled down for a night's sleep, a full hour and a half, for we must soon be up for pledge service Sunday morning. (Edwards 1979: 161-2)
Success in fund-raising becomes an indicator of the member's own spiritual condition rather than of his worldly skills. Fund-raising is interpreted by members less as an economic necessity than as a method of spiritual growth (Bromley and Shupe 1979: 123). A Unification Church member reports that:
Fund-raising was a powerful experience for me. I was out on my own and had to make a decision: do I believe in the Divine Principle and am I willing to go through this? To me, fund-raising was a very spiritual experience in that it reaffirmed my faith. Every day I had to question what I believed. (Bryant and Hodges 1978: 62)
Daner (1976: 77) asserts that in Krishna Consciousness too, 'A devotee must be prepared to give his entire self to lead a life of day to day obedience and service'. Indeed, in the face of the increasing competition from groups and movements offering forms of 'easy' enlightenment, ISKCON'S magazine, Back to Godhead , has laid increasing stress on the necessity of spiritual discipline (Reis 1975: 133).",,,
32,v2_qwen3-4b,random,dawson-2009-cults-and-new-religious-movements-a-reader,197,2,short_fragment_no_referent,"5 words, no cult-related referent",sufficient economic and political viability,sufficient economic and political viability,273,316,criterion,author,direct_statement,asserted,True,True,True,True,Criterion for cults that describes economic and political stability,,"VIOLENCE AND NEW RELIGIOUS MOVEMENTS
a charismatic religious social movement;
an apocalyptic ideology;
a form of social organization adequate to maintain solidarity;
legitimacy enough among followers to exercise collective social control over the affairs of the community;
sufficient economic and political viability;
life within strong social boundaries in cognitive isolation from society at large.
Without these circumstances, minor incidents of violence might occur within a countercultural communal movement or in a conflict between it and external adversaries, but it is difficult to imagine that they would trigger violence on a large scale.
These preconditions well describe Peoples Temple. Yet if the preconditions are particularly conducive to violence, they are hardly sufficient. Numerous apocalyptic and quasiapocalyptic religious communities - from Mother Ann Lee's Shakers to contemporary 'heavens on earth' like Seattle's Love Family and the Krishna farm in West Virginia (Hall 1978) - have all these internal characteristics without experiencing anything remotely like murder of enemies followed by collective suicide. Thus, strongly bounded apocalyptic religious movements may be especially prone to external violence and mass suicide, but that outcome is extremely rare compared to the number of groups adequately described by the list of preconditions. There must be specific additional precipitating factors that would result in murders and mass suicide.
In contemporary circumstances, the necessary precipitating factors would seem to be the . . .
mobilization of a group of cultural opponents who possess a high degree of solidarity;
the shaping of news media coverage through the cultural opponents' frame of interpretation about 'cults';
the exercise of state authority.
If through the operation of these factors, the apocalyptic group's very capacity to persist comes into question, it would be under these conditions (and in a strong explanation, these conditions alone) that group leaders might unleash aggression toward detractors and use the device of mass suicide to cut off any external exercise of authority over the group.
How well does this general causal explanation capture the circumstances that led up to the murders and mass suicide at Jonestown? Clearly, the proximate cause of murder and mass suicide was the refusal of Jim Jones, his staff, and the loyalists among his followers to brook compromise with opponents whom they believed (with some reason) were out to bring Jonestown as a community to an end. Rather than submit to external powers that they regarded as illegitimate, they chose to stage the airstrip murders as revenge and shut out their opponents by ending their own lives.
After the fact, the narrative structure of myth carved the stigma of this massive carnage into infamy. Jones became a megalomaniacal Antichrist; Peoples Temple, a cult of brainwashed robots; the Concerned Relatives, tragic heroes who valiantly tried but failed to save their loved ones. However, the mythic structure of this narrative depends on a particular analytic claim: that the avoidable carnage was solely a consequence of the acts of Jones and his accomplices. It is by lifting the mantle on this claim that we come to the heart of the apocalypse at Jonestown.
Without the airstrip attack on Ryan and the others, the mass suicide would have lacked a credible rationale, whereas in the context of the airstrip murders Jones presented collective death as the only honorable collective choice in the face of certain subjugation to external authority. In other words, the Jonestown leadership constructed the murders and mass suicide as a unity, but that unity was predicated upon the airstrip attack. The attack itself was not an act of random violence: other than the perhaps accidental killing of a young girl who defected, the gunfire seems to have been carefully targeted toward individuals whom Jonestown principals regarded as their opponents in the ongoing struggle. It was a preemptive strike that snatched victory from opponents,",,,
33,v2_qwen3-4b,random,lalich-2004-bounded-choicetrue-believers-and-charismatic-cults,179,1,validation_flag_false,self_contained,"The DWP's founding belief system, as explained to recruits and members, was to build a revolutionary, feminist organization that would W ght for real change in the daily lives of the U.S. working class, eventually leading to the advent of socialism.",,,,definition,author,direct_statement,asserted,False,False,False,False,Contains 'DWP' but not self-contained or cult-relevant,,"But just as membership was at its peak, Dixon decided to draw the line on membership requirements. She concluded that having members at di V erent levels with di V erent degrees of commitment was detrimental to the full-time cadres. Most part-time members were expelled, and the mass organizations were dissolved. The cadres closed ranks, and the organization contracted in size. For many, this Menshevik purge, as it came to be called, was a signi W cant turning point in organizational life. 17
The Unraveling
The DWP's founding belief system, as explained to recruits and members, was to build a revolutionary, feminist organization that would W ght for real change in the daily lives of the U.S. working class, eventually leading to the advent of socialism. In the early years, there was a great deal of emphasis on labor committees, workplace organizing, community e V orts, and so forth. At one point, as described above, the DWP led a grassroots organization of nearly a thousand members who worked on local political issues; many of the peripheral members and supporters of that work were residents of the city's nonwhite communities. That was a genuine boon for the organization, as well as a morale booster for the militants.
Over time, because of Dixon's disenchantment with local issues and working-class causes, which she felt were not making enough of an impact and were reformist rather than revolutionary in nature, the focus changed from local work to international causes, from a biweekly newspaper distributed locally by the members to dense academic books and theoretical journals put out by the publishing arm and distributed through trade and academic outlets. Although militants still did some local organizing (usually in the form of support work for revolutionary struggles elsewhere, for example, in Central America), most members became increasingly distanced from what the DWP was espousing and from Dixon's aspirations.
Disillusionment
At this time Dixon launched a new polemic in an attempt to establish herself once again as the sole upholder, this time, of the world working class.",,,
34,v2_qwen3-4b,random,lalich-2004-bounded-choicetrue-believers-and-charismatic-cults,179,2,validation_flag_false,cult_relevant,The Unraveling,,,,association_or_framing,unspecified,other,asserted,True,False,True,True,"Section title, not cult-relevant",,"But just as membership was at its peak, Dixon decided to draw the line on membership requirements. She concluded that having members at di V erent levels with di V erent degrees of commitment was detrimental to the full-time cadres. Most part-time members were expelled, and the mass organizations were dissolved. The cadres closed ranks, and the organization contracted in size. For many, this Menshevik purge, as it came to be called, was a signi W cant turning point in organizational life. 17
The Unraveling
The DWP's founding belief system, as explained to recruits and members, was to build a revolutionary, feminist organization that would W ght for real change in the daily lives of the U.S. working class, eventually leading to the advent of socialism. In the early years, there was a great deal of emphasis on labor committees, workplace organizing, community e V orts, and so forth. At one point, as described above, the DWP led a grassroots organization of nearly a thousand members who worked on local political issues; many of the peripheral members and supporters of that work were residents of the city's nonwhite communities. That was a genuine boon for the organization, as well as a morale booster for the militants.
Over time, because of Dixon's disenchantment with local issues and working-class causes, which she felt were not making enough of an impact and were reformist rather than revolutionary in nature, the focus changed from local work to international causes, from a biweekly newspaper distributed locally by the members to dense academic books and theoretical journals put out by the publishing arm and distributed through trade and academic outlets. Although militants still did some local organizing (usually in the form of support work for revolutionary struggles elsewhere, for example, in Central America), most members became increasingly distanced from what the DWP was espousing and from Dixon's aspirations.
Disillusionment
At this time Dixon launched a new polemic in an attempt to establish herself once again as the sole upholder, this time, of the world working class.",,,
35,v2_qwen3-4b,random,lalich-2004-bounded-choicetrue-believers-and-charismatic-cults,179,3,validation_flag_false,self_contained,"Dixon's disenchantment with local issues and working-class causes, which she felt were not making enough of an impact and were reformist rather than revolutionary in nature",,,,association_or_framing,author,direct_statement,asserted,False,True,True,False,"Describes why DWP shifted focus, relevant to cult dynamics",,"But just as membership was at its peak, Dixon decided to draw the line on membership requirements. She concluded that having members at di V erent levels with di V erent degrees of commitment was detrimental to the full-time cadres. Most part-time members were expelled, and the mass organizations were dissolved. The cadres closed ranks, and the organization contracted in size. For many, this Menshevik purge, as it came to be called, was a signi W cant turning point in organizational life. 17
The Unraveling
The DWP's founding belief system, as explained to recruits and members, was to build a revolutionary, feminist organization that would W ght for real change in the daily lives of the U.S. working class, eventually leading to the advent of socialism. In the early years, there was a great deal of emphasis on labor committees, workplace organizing, community e V orts, and so forth. At one point, as described above, the DWP led a grassroots organization of nearly a thousand members who worked on local political issues; many of the peripheral members and supporters of that work were residents of the city's nonwhite communities. That was a genuine boon for the organization, as well as a morale booster for the militants.
Over time, because of Dixon's disenchantment with local issues and working-class causes, which she felt were not making enough of an impact and were reformist rather than revolutionary in nature, the focus changed from local work to international causes, from a biweekly newspaper distributed locally by the members to dense academic books and theoretical journals put out by the publishing arm and distributed through trade and academic outlets. Although militants still did some local organizing (usually in the form of support work for revolutionary struggles elsewhere, for example, in Central America), most members became increasingly distanced from what the DWP was espousing and from Dixon's aspirations.
Disillusionment
At this time Dixon launched a new polemic in an attempt to establish herself once again as the sole upholder, this time, of the world working class.",,,
36,v2_qwen3-4b,random,lalich-2004-bounded-choicetrue-believers-and-charismatic-cults,179,4,validation_flag_false,self_contained,the DWP led a grassroots organization of nearly a thousand members who worked on local political issues,,,,example_or_named_group,author,direct_statement,asserted,False,True,True,False,"Example of DWP's early structure, relevant to cult dynamics",,"But just as membership was at its peak, Dixon decided to draw the line on membership requirements. She concluded that having members at di V erent levels with di V erent degrees of commitment was detrimental to the full-time cadres. Most part-time members were expelled, and the mass organizations were dissolved. The cadres closed ranks, and the organization contracted in size. For many, this Menshevik purge, as it came to be called, was a signi W cant turning point in organizational life. 17
The Unraveling
The DWP's founding belief system, as explained to recruits and members, was to build a revolutionary, feminist organization that would W ght for real change in the daily lives of the U.S. working class, eventually leading to the advent of socialism. In the early years, there was a great deal of emphasis on labor committees, workplace organizing, community e V orts, and so forth. At one point, as described above, the DWP led a grassroots organization of nearly a thousand members who worked on local political issues; many of the peripheral members and supporters of that work were residents of the city's nonwhite communities. That was a genuine boon for the organization, as well as a morale booster for the militants.
Over time, because of Dixon's disenchantment with local issues and working-class causes, which she felt were not making enough of an impact and were reformist rather than revolutionary in nature, the focus changed from local work to international causes, from a biweekly newspaper distributed locally by the members to dense academic books and theoretical journals put out by the publishing arm and distributed through trade and academic outlets. Although militants still did some local organizing (usually in the form of support work for revolutionary struggles elsewhere, for example, in Central America), most members became increasingly distanced from what the DWP was espousing and from Dixon's aspirations.
Disillusionment
At this time Dixon launched a new polemic in an attempt to establish herself once again as the sole upholder, this time, of the world working class.",,,
37,v2_qwen3-4b,random,lalich-2004-bounded-choicetrue-believers-and-charismatic-cults,179,5,validation_flag_false,self_contained,"Dixon launched a new polemic in an attempt to establish herself once again as the sole upholder, this time, of the world working class",,,,claim,author,direct_statement,asserted,False,True,True,False,"Describes Dixon's repositioning, relevant to cult dynamics",,"But just as membership was at its peak, Dixon decided to draw the line on membership requirements. She concluded that having members at di V erent levels with di V erent degrees of commitment was detrimental to the full-time cadres. Most part-time members were expelled, and the mass organizations were dissolved. The cadres closed ranks, and the organization contracted in size. For many, this Menshevik purge, as it came to be called, was a signi W cant turning point in organizational life. 17
The Unraveling
The DWP's founding belief system, as explained to recruits and members, was to build a revolutionary, feminist organization that would W ght for real change in the daily lives of the U.S. working class, eventually leading to the advent of socialism. In the early years, there was a great deal of emphasis on labor committees, workplace organizing, community e V orts, and so forth. At one point, as described above, the DWP led a grassroots organization of nearly a thousand members who worked on local political issues; many of the peripheral members and supporters of that work were residents of the city's nonwhite communities. That was a genuine boon for the organization, as well as a morale booster for the militants.
Over time, because of Dixon's disenchantment with local issues and working-class causes, which she felt were not making enough of an impact and were reformist rather than revolutionary in nature, the focus changed from local work to international causes, from a biweekly newspaper distributed locally by the members to dense academic books and theoretical journals put out by the publishing arm and distributed through trade and academic outlets. Although militants still did some local organizing (usually in the form of support work for revolutionary struggles elsewhere, for example, in Central America), most members became increasingly distanced from what the DWP was espousing and from Dixon's aspirations.
Disillusionment
At this time Dixon launched a new polemic in an attempt to establish herself once again as the sole upholder, this time, of the world working class.",,,
38,v2_qwen3-4b,random,lalich-2004-bounded-choicetrue-believers-and-charismatic-cults,216,1,validation_flag_false,textually_intelligible,The speci W c goal is to be accepted as the legitimate authority and to o V er direction.,,,,claim,author,direct_statement,asserted,True,True,False,True,Describes cult authority goal with precision,,"Each of the four de W ning structural dimensions of the system served an important function in generating the vision of freedom (salvation), along with its demand for self-renunciation. Each dimension had a general purpose, a speci W c goal, a process or method for achieving that goal, and a desired e V ect or outcome (see table 11, Appendix).
The general purpose of the W rst dimension, charismatic authority, is to provide leadership. The speci W c goal is to be accepted as the legitimate authority and to o V er direction. This is accomplished through privilege and command, and the hoped-for e V ect is that members will identify with the leader.
The purpose of the belief system is to provide a worldview, whose speci W c goal is to o V er meaning and purpose through a moral imperative. This is accomplished by requiring that each member subject herself or himself to a process of personal transformation. The desired e V ect is the internalization of the belief system, which is to represent personal freedom in the sense of being connected to a greater goal and aspiring to salvation.
The purpose of the third dimension, systems of control, is to provide organizational structure. The speci W c goal is to establish a behavioral system and disciplinary code by means of rules, regulations, and sanctions. The hoped-for e V ect is compliance and, better still, obedience.
The purpose of the W nal dimension, systems of in X uence, is to provide a social system, or group culture. Institutionalized group norms and an established code of conduct by which members are expected to live is the speci W c goal. This is accomplished by various methods of peer and leadership in X uence and modeling. The desired e V ect is conformity, or the self-renunciation required for participation in the group and achieving the professed goal of the group.
Everything in these two groups W t together like a three-dimensional puzzle. Inside each group very little happened by chance. Even outside events were interpreted to coincide with the group's worldview, including the reframing, or reinterpretation, of leaders' and members' personal lives to W t the ideology. Daily life was highly controlled, with certain aspects literally orchestrated by the group. In some instances, there was blatant manipulation if not outright coercion. That was especially the case with respect to the methodology for and implementation of the required transformational process each member was expected to undergo. Members were given explicit guidance on how that process was to proceed. Once again, interpretive framing and reframing by the leader and other group members was crucial to achieving the desired goal. For the member, the goal was to perfect oneself against an impossible ideal and to criticize oneself for failing to do so all along the way. For the leader, the goal was to perfect a body of followers who would continually struggle for the impossible ideal, lauding the leader all along the way.",,,
39,v2_qwen3-4b,random,lalich-2004-bounded-choicetrue-believers-and-charismatic-cults,216,2,validation_flag_false,textually_intelligible,"The desired e V ect is the internalization of the belief system, which is to represent personal freedom in the sense of being connected to a greater goal and aspiring to salvation.",,,,claim,author,direct_statement,asserted,True,True,False,True,Cult belief internalization and freedom claim,,"Each of the four de W ning structural dimensions of the system served an important function in generating the vision of freedom (salvation), along with its demand for self-renunciation. Each dimension had a general purpose, a speci W c goal, a process or method for achieving that goal, and a desired e V ect or outcome (see table 11, Appendix).
The general purpose of the W rst dimension, charismatic authority, is to provide leadership. The speci W c goal is to be accepted as the legitimate authority and to o V er direction. This is accomplished through privilege and command, and the hoped-for e V ect is that members will identify with the leader.
The purpose of the belief system is to provide a worldview, whose speci W c goal is to o V er meaning and purpose through a moral imperative. This is accomplished by requiring that each member subject herself or himself to a process of personal transformation. The desired e V ect is the internalization of the belief system, which is to represent personal freedom in the sense of being connected to a greater goal and aspiring to salvation.
The purpose of the third dimension, systems of control, is to provide organizational structure. The speci W c goal is to establish a behavioral system and disciplinary code by means of rules, regulations, and sanctions. The hoped-for e V ect is compliance and, better still, obedience.
The purpose of the W nal dimension, systems of in X uence, is to provide a social system, or group culture. Institutionalized group norms and an established code of conduct by which members are expected to live is the speci W c goal. This is accomplished by various methods of peer and leadership in X uence and modeling. The desired e V ect is conformity, or the self-renunciation required for participation in the group and achieving the professed goal of the group.
Everything in these two groups W t together like a three-dimensional puzzle. Inside each group very little happened by chance. Even outside events were interpreted to coincide with the group's worldview, including the reframing, or reinterpretation, of leaders' and members' personal lives to W t the ideology. Daily life was highly controlled, with certain aspects literally orchestrated by the group. In some instances, there was blatant manipulation if not outright coercion. That was especially the case with respect to the methodology for and implementation of the required transformational process each member was expected to undergo. Members were given explicit guidance on how that process was to proceed. Once again, interpretive framing and reframing by the leader and other group members was crucial to achieving the desired goal. For the member, the goal was to perfect oneself against an impossible ideal and to criticize oneself for failing to do so all along the way. For the leader, the goal was to perfect a body of followers who would continually struggle for the impossible ideal, lauding the leader all along the way.",,,
40,v2_qwen3-4b,random,richardson-2018-definitions-of-cult-from-sociological-technical-to-popular-negat,4,1,dangling_boundary,"ends with '""'","A group that ""presents a distinct alternative to dominant patterns within the society in fundamental areas of religious life.""","A group that ""presents a distinct alternative to dominant patterns within the society in fundamental areas of religious life.""",503,629,definition,author,direct_statement,asserted,True,True,True,True,Precise definition of cult from Ellwood's framework,,"...the word cult is so intimately intertwined with the popular connotations the word has acquired as to make it, in my view, ultimately undesirable. The label has too often been used to isolate groups in a priori theological or social grounds and then endow them with a wide range of characteristics associated in the user's mind with cults.
Ellwood's efforts to salvage the term is laudatory. In reasonably neutral language he offers (1986:218-222) a delineation which includes the following elements:
A group that ""presents a distinct alternative to dominant patterns within the society in fundamental areas of religious life."" This includes a small size with ""distinctly different"" forms of belief and practice, carried on by a uniquely organized group (see p. 219 for details).
Possessing ""strong authoritarian and charismatic leadership.""
Oriented toward ""inducing powerful subjective experiences and meeting personal needs.""
Is ""separatist in that it strives to maintain distinct boundaries between it and the 'outside, ""' and ""requiring a high degree of conformity and commitment.""
A tendency ""to see itself as legitimated by a long tradition of wisdom or practice of which it is the current manifestation.""
This integrative effort is defended by Ellwood, who says the definition will not apply to some groups being referred to popularly (and by some professionals) as cults. He states (1986:221) that it will apply more to newer religious movements ""in their first generation and subsequently become less applicable as they, through routinization of charisma and institutionalization, become something else sociologically, even if still small and alternative.""
Ellwood also attempted to distinguish his delineation from the term sect (1986:22):
[o]ur definition allows the customary sociological distinction between cult and sect, unless the sect is quite heterodox, for though many characteristics would obtain in both instances - separatism or relation to a legitimating tradition for example - the sect, as a particularly intense version of the dominant religion with withdrawal features, is usually said to possess more legalistic that charismatic authority and to represent a spiritual alternative only in a much narrower sense than the cult.
Ellwood has made a valiant effort to define the term cult in a useful, nonstereotypical way. He apparently is not satisfied with his efforts, however, as he proceeds (1986:23) to recommend use of the alterative term ""emergent religion"" in place of the term cult. I share his concerns, based on personal experiences with trying to use the term in a technical sense with newer religious phenomena. Indeed, I would take the regrettable position that the term should be abandoned by scholars as currently being misleading and not very useful. For scholars to attempt to make use of a term with such strong and negative popular meanings seems to be folly, and it plays into the hands of those who would oppose the development of new religious forms in our society.",,,
41,v2_qwen3-4b,random,richardson-2018-definitions-of-cult-from-sociological-technical-to-popular-negat,4,2,dangling_boundary,"ends with '""'","Possessing ""strong authoritarian and charismatic leadership.""","Possessing ""strong authoritarian and charismatic leadership.""",782,843,definition,author,direct_statement,asserted,True,True,True,True,Key characteristic of Ellwood's cult definition,,"...the word cult is so intimately intertwined with the popular connotations the word has acquired as to make it, in my view, ultimately undesirable. The label has too often been used to isolate groups in a priori theological or social grounds and then endow them with a wide range of characteristics associated in the user's mind with cults.
Ellwood's efforts to salvage the term is laudatory. In reasonably neutral language he offers (1986:218-222) a delineation which includes the following elements:
A group that ""presents a distinct alternative to dominant patterns within the society in fundamental areas of religious life."" This includes a small size with ""distinctly different"" forms of belief and practice, carried on by a uniquely organized group (see p. 219 for details).
Possessing ""strong authoritarian and charismatic leadership.""
Oriented toward ""inducing powerful subjective experiences and meeting personal needs.""
Is ""separatist in that it strives to maintain distinct boundaries between it and the 'outside, ""' and ""requiring a high degree of conformity and commitment.""
A tendency ""to see itself as legitimated by a long tradition of wisdom or practice of which it is the current manifestation.""
This integrative effort is defended by Ellwood, who says the definition will not apply to some groups being referred to popularly (and by some professionals) as cults. He states (1986:221) that it will apply more to newer religious movements ""in their first generation and subsequently become less applicable as they, through routinization of charisma and institutionalization, become something else sociologically, even if still small and alternative.""
Ellwood also attempted to distinguish his delineation from the term sect (1986:22):
[o]ur definition allows the customary sociological distinction between cult and sect, unless the sect is quite heterodox, for though many characteristics would obtain in both instances - separatism or relation to a legitimating tradition for example - the sect, as a particularly intense version of the dominant religion with withdrawal features, is usually said to possess more legalistic that charismatic authority and to represent a spiritual alternative only in a much narrower sense than the cult.
Ellwood has made a valiant effort to define the term cult in a useful, nonstereotypical way. He apparently is not satisfied with his efforts, however, as he proceeds (1986:23) to recommend use of the alterative term ""emergent religion"" in place of the term cult. I share his concerns, based on personal experiences with trying to use the term in a technical sense with newer religious phenomena. Indeed, I would take the regrettable position that the term should be abandoned by scholars as currently being misleading and not very useful. For scholars to attempt to make use of a term with such strong and negative popular meanings seems to be folly, and it plays into the hands of those who would oppose the development of new religious forms in our society.",,,
42,v2_qwen3-4b,random,richardson-2018-definitions-of-cult-from-sociological-technical-to-popular-negat,4,3,dangling_boundary,"ends with '""'","Oriented toward ""inducing powerful subjective experiences and meeting personal needs.""","Oriented toward ""inducing powerful subjective experiences and meeting personal needs.""",844,930,definition,author,direct_statement,asserted,True,True,True,True,Core function of cults per Ellwood,,"...the word cult is so intimately intertwined with the popular connotations the word has acquired as to make it, in my view, ultimately undesirable. The label has too often been used to isolate groups in a priori theological or social grounds and then endow them with a wide range of characteristics associated in the user's mind with cults.
Ellwood's efforts to salvage the term is laudatory. In reasonably neutral language he offers (1986:218-222) a delineation which includes the following elements:
A group that ""presents a distinct alternative to dominant patterns within the society in fundamental areas of religious life."" This includes a small size with ""distinctly different"" forms of belief and practice, carried on by a uniquely organized group (see p. 219 for details).
Possessing ""strong authoritarian and charismatic leadership.""
Oriented toward ""inducing powerful subjective experiences and meeting personal needs.""
Is ""separatist in that it strives to maintain distinct boundaries between it and the 'outside, ""' and ""requiring a high degree of conformity and commitment.""
A tendency ""to see itself as legitimated by a long tradition of wisdom or practice of which it is the current manifestation.""
This integrative effort is defended by Ellwood, who says the definition will not apply to some groups being referred to popularly (and by some professionals) as cults. He states (1986:221) that it will apply more to newer religious movements ""in their first generation and subsequently become less applicable as they, through routinization of charisma and institutionalization, become something else sociologically, even if still small and alternative.""
Ellwood also attempted to distinguish his delineation from the term sect (1986:22):
[o]ur definition allows the customary sociological distinction between cult and sect, unless the sect is quite heterodox, for though many characteristics would obtain in both instances - separatism or relation to a legitimating tradition for example - the sect, as a particularly intense version of the dominant religion with withdrawal features, is usually said to possess more legalistic that charismatic authority and to represent a spiritual alternative only in a much narrower sense than the cult.
Ellwood has made a valiant effort to define the term cult in a useful, nonstereotypical way. He apparently is not satisfied with his efforts, however, as he proceeds (1986:23) to recommend use of the alterative term ""emergent religion"" in place of the term cult. I share his concerns, based on personal experiences with trying to use the term in a technical sense with newer religious phenomena. Indeed, I would take the regrettable position that the term should be abandoned by scholars as currently being misleading and not very useful. For scholars to attempt to make use of a term with such strong and negative popular meanings seems to be folly, and it plays into the hands of those who would oppose the development of new religious forms in our society.",,,
43,v2_qwen3-4b,random,richardson-2018-definitions-of-cult-from-sociological-technical-to-popular-negat,4,4,not_verbatim,"Is ""separatist in that it strives to maintain distinct boundaries between it and the 'outside, '""","Is ""separatist in that it strives to maintain distinct boundaries between it and the 'outside, '""",,,,definition,author,direct_statement,asserted,True,True,True,True,Distinctive separatist characteristic of cults,,"...the word cult is so intimately intertwined with the popular connotations the word has acquired as to make it, in my view, ultimately undesirable. The label has too often been used to isolate groups in a priori theological or social grounds and then endow them with a wide range of characteristics associated in the user's mind with cults.
Ellwood's efforts to salvage the term is laudatory. In reasonably neutral language he offers (1986:218-222) a delineation which includes the following elements:
A group that ""presents a distinct alternative to dominant patterns within the society in fundamental areas of religious life."" This includes a small size with ""distinctly different"" forms of belief and practice, carried on by a uniquely organized group (see p. 219 for details).
Possessing ""strong authoritarian and charismatic leadership.""
Oriented toward ""inducing powerful subjective experiences and meeting personal needs.""
Is ""separatist in that it strives to maintain distinct boundaries between it and the 'outside, ""' and ""requiring a high degree of conformity and commitment.""
A tendency ""to see itself as legitimated by a long tradition of wisdom or practice of which it is the current manifestation.""
This integrative effort is defended by Ellwood, who says the definition will not apply to some groups being referred to popularly (and by some professionals) as cults. He states (1986:221) that it will apply more to newer religious movements ""in their first generation and subsequently become less applicable as they, through routinization of charisma and institutionalization, become something else sociologically, even if still small and alternative.""
Ellwood also attempted to distinguish his delineation from the term sect (1986:22):
[o]ur definition allows the customary sociological distinction between cult and sect, unless the sect is quite heterodox, for though many characteristics would obtain in both instances - separatism or relation to a legitimating tradition for example - the sect, as a particularly intense version of the dominant religion with withdrawal features, is usually said to possess more legalistic that charismatic authority and to represent a spiritual alternative only in a much narrower sense than the cult.
Ellwood has made a valiant effort to define the term cult in a useful, nonstereotypical way. He apparently is not satisfied with his efforts, however, as he proceeds (1986:23) to recommend use of the alterative term ""emergent religion"" in place of the term cult. I share his concerns, based on personal experiences with trying to use the term in a technical sense with newer religious phenomena. Indeed, I would take the regrettable position that the term should be abandoned by scholars as currently being misleading and not very useful. For scholars to attempt to make use of a term with such strong and negative popular meanings seems to be folly, and it plays into the hands of those who would oppose the development of new religious forms in our society.",,,
